Position,Const,Created,Modified,Description,Name,Known For,Birth Date
928,nm2662142,2018-05-23,2018-05-23,,Iretiola Doyle,Fifty,
929,nm0762567,2018-05-23,2018-05-23,,Isabel Sanford,The Jeffersons,1917-08-29
930,nm6906927,2018-05-23,2018-05-23,,Isis Sinclair,Bravo,
931,nm9185333,2018-05-23,2018-05-23,,Izabela Rose,Upside-Down Magic,
932,nm0238840,2018-05-23,2018-05-23,,Ja'net DuBois,Good Times,1932-08-05
933,nm6737859,2018-05-23,2018-05-23,,Jacinth Headlam,Illusions,
934,nm0364068,2018-05-23,2018-05-23,,Jackée Harry,227,1956-08-14
935,nm0601308,2018-05-23,2018-05-23,,Jacqueline Moore,WWF SmackDown!,1964-01-06
936,nm1502417,2018-05-23,2018-05-23,,Jamia Simone Nash,August Rush,1996-08-21
937,nm2354189,2018-05-23,2018-05-23,,Jamie Ann Burke,FBI,
938,nm1161188,2018-05-23,2018-05-23,,Jamie Burton-Oare,Doing the L.A. Thing,
939,nm3735317,2018-05-23,2018-05-23,,Janab Kareem,New Amsterdam,
940,nm2816511,2018-05-23,2018-05-23,,Janean Jeffries,All My Children,
941,nm1699378,2018-05-23,2018-05-23,,Janeline Hayes,Girls Trip,
942,nm8128670,2018-05-23,2018-05-23,,Janine Rivers,Shadows Lurking,1993-11-28
943,nm0337949,2018-05-23,2018-05-23,,Jaquita Ta'le,Castle,
944,nm3762705,2018-05-23,2018-05-23,,Jennifer Oguzie,The Dream-Naperz,
945,nm7308303,2018-05-23,2018-05-23,,Jessica Deshong,Tolerance Tuesdays,
946,nm4142423,2018-05-23,2018-05-23,,Jasmine Rush,Hope St,
947,nm4051074,2018-05-23,2018-05-23,,Jessica Obilom,Trafficked,
948,nm4433224,2018-05-23,2018-05-23,,Jivanta Roberts,Victorious,
949,nm2329589,2018-05-23,2018-05-23,,JoAnna Rhambo,For the People,1979-04-06
950,nm1859871,2018-05-23,2018-05-23,,Joahn Webb,The Practice,
951,nm8827445,2018-05-23,2018-05-23,,Jordyn Raya James,Homecoming,
952,nm0601428,2018-05-23,2018-05-23,,Juanita Moore,Imitation of Life,1914-10-19
953,nm3335567,2018-05-23,2018-05-23,,Julyza Commodore,The Real O'Neals,
954,nm3128197,2018-05-23,2018-05-23,,Jynnette Lewis,Departure,
955,nm4126796,2018-05-23,2018-05-23,,Kai Milla,House of Kai Milla,
956,nm9103603,2018-05-23,2018-05-23,,Karen Bengo,The Twin Theory,
957,nm6473257,2018-05-23,2018-05-23,,Kathy Smith,Free in Deed,
958,nm4761573,2018-05-23,2018-05-23,,Kennedy Zimet,Only Light,
959,nm4315368,2018-05-23,2018-05-23,,Lena Anthony,Black in Blue,
960,nm2965761,2018-05-23,2018-05-23,,Kharisma McIlwaine,Voiceless,
961,nm8911752,2018-05-23,2018-05-23,,Khyler Liggins,,
962,nm0428588,2018-05-23,2018-05-23,,Kidada Jones,Thicker Than Water,1974-03-22
963,nm7283552,2018-05-23,2018-05-23,,Kiesha Preston,Intruder,
964,nm0843077,2018-05-23,2018-05-23,,Kim Sykes,Pariah,
965,nm0034962,2018-05-23,2018-05-23,,Kristen Ariza,The Fosters,
966,nm2816104,2018-05-23,2018-05-23,,Krystal White,The Last American Slave,1984-06-04
967,nm1411861,2018-05-23,2018-05-23,,Kubbi,I'm Every Woman,1969-10-03
968,nm0913491,2018-05-23,2018-05-23,,Kym Washington Longino,Star Trek II: The Wrath of Khan,
969,nm0627637,2018-05-23,2018-05-23,,Kymberly Newberry,Traffic,
970,nm8961772,2018-05-23,2018-05-23,,La'Chris Jordan,January 14th,
971,nm2713568,2018-05-23,2018-05-23,,LaTrice Amanda Strong,Archives of the Heart,
972,nm1956568,2018-05-23,2018-05-23,,Larena Patrick,Pandorum,
973,nm4555351,2018-05-23,2018-05-23,,Lauren Neal,The Sympathy Card,1989-05-11
974,nm1209545,2018-05-23,2018-05-23,,Laverne Cox,Promising Young Woman,1972-05-29
975,nm2551744,2018-05-23,2018-05-23,,Leila Djansi,Like Cotton Twines,
976,nm2788229,2018-05-23,2018-05-23,,Lesley-Ann Brandt,Spartacus: Blood and Sand,
977,nm0223220,2018-05-23,2018-05-23,,Lisa Dewitt,Lakeview Terrace,
978,nm0206190,2018-05-23,2018-05-23,,Liz Hume Dawson,Sorted,
979,nm9220554,2018-05-23,2018-05-23,,Liza Scholtz,Maze Runner: The Death Cure,
980,nm0265832,2018-05-23,2018-05-23,,Lola Falana,The Liberation of L.B. Jones,1942-09-11
981,nm7569150,2018-05-23,2018-05-23,,Lolia Etomi,The Proposition,
982,nm1370885,2018-05-23,2018-05-23,,Loren Lillian,Pariah,
983,nm0064792,2018-05-23,2018-05-23,,Louise Beavers,Imitation of Life,1902-03-08
984,nm4719769,2018-05-23,2018-05-23,,Maame-Yaa Aforo,Atypical,
985,nm4527321,2018-05-23,2018-05-23,,Magali Widmer,"Sex, Drugs, and Randy Van Stone",
986,nm8666417,2018-05-23,2018-05-23,,Mai Maye,For My Man,
987,nm8314164,2018-05-23,2018-05-23,,Mai-Lynn Yim,Syn,
988,nm5235708,2018-05-23,2018-05-23,,Mara Junot,Persona 5 Scramble: The Phantom Strikers,
989,nm0001014,2018-05-23,2018-05-23,,Mariah Carey,Precious,1970-03-27
990,nm6862063,2018-05-23,2018-05-23,,Marie Senghore,Shea Buttah,1993-09-10
991,nm2612741,2018-05-23,2018-05-23,,Marie Zoumanigui,Sweet Girl,1988-12-20
992,nm7409182,2018-05-23,2018-05-23,,Marika Day,Shot Caller,
993,nm2177160,2018-05-23,2018-05-23,,Marliss Amiea,A Question of Faith,
994,nm1001615,2018-05-23,2018-05-23,,Mary Oyaya,Lost Souls,
995,nm0748973,2018-05-23,2018-05-23,,Maya Rudolph,Bridesmaids,1972-07-27
996,nm0248461,2018-05-23,2018-05-23,,Megalyn Echikunwoke,House of Lies,1983-05-28
997,nm0114256,2018-05-23,2018-05-23,,Mel B,Spice World,1975-05-29
998,nm1477351,2018-05-23,2018-05-23,,Melanie Martin,The Woman in the Red Dress,
999,nm1178563,2018-05-23,2018-05-23,,Melissa Haizlip,Mr. Soul!,1965-04-30
1000,nm1746391,2018-05-23,2018-05-23,,Mercedes Scelba-Shorte,The Bold and the Beautiful,1981-08-24
1001,nm1617568,2018-05-23,2018-05-23,,Merle Dandridge,Half-Life 2,1975-05-31
1002,nm0403630,2018-05-23,2018-05-23,,Michelle Hurst,Orange Is the New Black,
1003,nm1836946,2018-05-23,2018-05-23,,Michelle Van Der Water,Minotaur,
1004,nm8979379,2018-05-23,2018-05-23,,Michelle Wilson,Amazing Stories,
1005,nm7407796,2018-05-23,2018-05-23,,Miracle Davis,A Tale of Two Burglars,1991-10-21
1006,nm5601967,2018-05-23,2018-05-23,,MonaLesa Diamond,#Murder,
1007,nm7269896,2018-05-23,2018-05-23,,Monica Joelle,Water Helps the Blood Run,
1008,nm0574574,2018-05-23,2018-05-23,,Monica McSwain,Red Eye,
1009,nm6886376,2018-05-23,2018-05-23,,Monica Swaida,Esohe,
1010,nm0353705,2018-05-23,2018-05-23,,Montrose Hagins,The Relic,1924-03-05
1011,nm0376108,2018-05-23,2018-05-23,,Myra D. Hemmings,"Go Down, Death!",1887-08-30
1012,nm7732099,2018-05-23,2018-05-23,,Myrasol Martinez,When Hell Calls Your Name,
1013,nm9255499,2018-05-23,2018-05-23,,Nadine Bhabha,Letterkenny,
1014,nm0598544,2018-05-23,2018-05-23,,Nafeesa Monroe,Gridiron Gang,
1015,nm0123160,2018-05-23,2018-05-23,,Nakia Burrise,Danger Force,1974-10-21
1016,nm2349464,2018-05-23,2018-05-23,,Nyomi Banxx,Manhunters,1972-10-14
1017,nm8791609,2018-05-23,2018-05-23,,Natosha Humphrey,Broken in Birmingham,
1018,nm0908800,2018-05-23,2018-05-23,,Nayo Wallace,Speed Racer,1970-12-07
1019,nm0141846,2018-05-23,2018-05-23,,Nell Carter,Gimme a Break!,1948-09-13
1020,nm3866116,2018-05-23,2018-05-23,,Nene Nwoko,S.W.A.T.,
1021,nm6779168,2018-05-23,2018-05-23,,Nichollette Shorts,Miss,
1022,nm2578920,2018-05-23,2018-05-23,,Nikea Gamby-Turner,12 Hour Shift,
1023,nm2473854,2018-05-23,2018-05-23,,Nikki Love,A Boy. A Girl. A Dream.,
1024,nm7432098,2018-05-23,2018-05-23,,Nikki Vanderdyz,Linked,
1025,nm4047961,2018-05-23,2018-05-23,,Noel Gibson,Gamers Anonymous,
1026,nm2779211,2018-05-23,2018-05-23,,Nydia McFadden,Funny People,
1027,nm6493129,2018-05-23,2018-05-23,,Níke Uche Kadri,One Dollar,
1028,nm9763035,2018-05-23,2018-05-23,,Olivia Pope Friedman,War-Angel: The Awakening,
1029,nm1583978,2018-05-23,2018-05-23,,Olunike Adeliyi,She Never Died,1977-01-05
1030,nm2122395,2018-05-23,2018-05-23,,Omotola Jalade-Ekeinde,Last Flight to Abuja,
1031,nm9181512,2018-05-23,2018-05-23,,Oumie Garba,Buried in the Backyard,
1032,nm4286370,2018-05-23,2018-05-23,,Pamela Ricardo,The Quad,
1033,nm2126887,2018-05-23,2018-05-23,,Paola Menacho,Oceans Rising,
1034,nm2131865,2018-05-23,2018-05-23,,Patricia Kazadi,Bodo,1988-03-17
1035,nm0925316,2018-05-23,2018-05-23,,Persia White,The Vampire Diaries,1972-10-25
1036,nm8214816,2018-05-23,2018-05-23,,Phiona Mutesi,The Queen of Katwe,
1037,nm5366201,2018-05-23,2018-05-23,,Precious Makgaretsa,Blitzpatrollie,
1038,nm4832920,2018-05-23,2018-05-23,,Quvenzhané Wallis,Beasts of the Southern Wild,2003-08-28
1039,nm3867135,2018-05-23,2018-05-23,,Rachel Dupard,Seeking Justice,
1040,nm0699428,2018-05-23,2018-05-23,,Rain Pryor,How the Grinch Stole Christmas,1969-07-16
1041,nm6217467,2018-05-23,2018-05-23,,Rasheedah H. Muhammad,The Daddy's Girl Club,1991-05-22
1042,nm8254358,2018-05-23,2018-05-23,,Rebecca Jackson-Artis,Totally Becky,1978-01-12
1043,nm0853040,2018-05-23,2018-05-23,,Regina Taylor,Courage Under Fire,1960-08-22
1044,nm0855020,2018-05-23,2018-05-23,,Renee Tenison,L.A. Heat,1968-12-02
1045,nm0143614,2018-05-23,2018-05-23,,Rosalind Cash,The Omega Man,1938-12-31
1046,nm1140861,2018-05-23,2018-05-23,,Roxann Blackman,Somebody's Truth,
1047,nm4677827,2018-05-23,2018-05-23,,Sahndra Fon Dufe,Accent Class,
1048,nm9731856,2018-05-23,2018-05-23,,Saige Hooke,Abstractions,
1049,nm2332736,2018-05-23,2018-05-23,,Sandi McCree,The Wire,
1050,nm0776349,2018-05-23,2018-05-23,,Sandi Schultz,Assignment,
1051,nm0197884,2018-05-23,2018-05-23,,Sandy Daley,Now and Again,
1052,nm5181138,2018-05-23,2018-05-23,,Saniyya Sidney,Fences,
1053,nm4801141,2018-05-23,2018-05-23,,Shadi Chauke,White Gold,1979-07-25
1054,nm9654872,2018-05-23,2018-05-23,,Shandell Crutchfield,Union Bridge,
1055,nm1099481,2018-05-23,2018-05-23,,Shani Pride,Knocked Up,1981-04-10
1056,nm2287319,2018-05-23,2018-05-23,,Shannon McClain Robertson,J. Edgar,
1057,nm1400465,2018-05-23,2018-05-23,,Samara Amat,The Duff,1990-01-18
1058,nm7325166,2018-05-23,2018-05-23,,Shantell Martin,Clouds,
1059,nm1776140,2018-05-23,2018-05-23,,Shaun Landry,The Seniors Improv Comedy,1965-08-03
1060,nm0451160,2018-05-23,2018-05-23,,A.J. Khan,No Strings 2: Playtime in Hell,1977-06-18
1061,nm0046829,2018-05-23,2018-05-23,,Shaune Bagwell,Can't Stop Dancing,1966-11-18
1062,nm1927501,2018-05-23,2018-05-23,,Sheree Ali,The Butler,1966-06-23
1063,nm1265577,2018-05-23,2018-05-23,,Sherri Daye Scott,Divine Secrets of the Ya-Ya Sisterhood,
1064,nm8966495,2018-05-23,2018-05-23,,Skyla I'Lece Woodard,P-Valley,
1065,nm4740424,2018-05-23,2018-05-23,,Sophia Leonie,Amina,
1066,nm0210915,2018-05-23,2018-05-23,,Starletta DuPois,The Notebook,1941-07-18
1067,nm1770492,2018-05-23,2018-05-23,,Stephanie Love,Bell Witch Haunting,1971-09-13
1068,nm1544447,2018-05-23,2018-05-23,,Suzann McLean,Freestyle,
1069,nm4379151,2018-05-23,2018-05-23,,Tade Adepoyibi,Murder in the First,
1070,nm4252685,2018-05-23,2018-05-23,,Tamara Goodwin,Finding Kismet,
1071,nm1375687,2018-05-23,2018-05-23,,Tammi Mac,Tammi Mac's Bag Lady,1972-02-01
1072,nm1271381,2018-05-23,2018-05-23,,Tanika Brown McKelvy,Billie's,
1073,nm2479233,2018-05-24,2018-05-24,,Tanya Thompson,New Amsterdam,
1074,nm0942859,2018-05-24,2018-05-24,,Tanya Wright,Butterfly Rising,
1075,nm1138105,2018-05-24,2018-05-24,,Tasia Sherel,If Loving You Is Wrong,1978-07-23
1076,nm3285041,2018-05-24,2018-05-24,,Taylor Faye Ruffin,Jack Reacher: Never Go Back,
1077,nm4338836,2018-05-24,2018-05-24,,Teresa L. Graves,Gifted,
1078,nm5594613,2018-05-24,2018-05-24,,Theodora Ibekwe Oyebade,Shameful Deceit,
1079,nm8191159,2018-05-24,2018-05-24,,Tonya Sharae Davis,Stand Alone,
1080,nm2706878,2018-05-24,2018-05-24,,Vaja,Resident Evil: Retribution,
1081,nm0570699,2018-05-24,2018-05-24,,Valerie McIntosh,The Naked Cage,
1082,nm2709663,2018-05-24,2018-05-24,,Valerie Sue Love,Thunder Force,
1083,nm1288404,2018-05-24,2018-05-24,,Velvet Rose,Do Not Disturb,1980-06-13
1084,nm2340355,2018-05-24,2018-05-24,,Veronica Berry,Broken City,
1085,nm0483325,2018-05-24,2018-05-24,,Vicky Lambert,Ted 2,
1086,nm0960956,2018-05-24,2018-05-24,,Victoria Genisce,Champion Killer,
1087,nm0135102,2018-05-24,2018-05-24,,Virginia Capers,Howard the Duck,1925-09-22
1088,nm1506663,2018-05-24,2018-05-24,,Wanjiru M. Njendu,Boxed,1978-07-01
1089,nm7627558,2018-05-24,2018-05-24,,Whitney Andrews,Manifest,
1090,nm8857173,2018-05-24,2018-05-24,,Whitney Peak,Molly's Game,
1091,nm1744962,2018-05-24,2018-05-24,,Yvonne Huff,Rake,1973-03-26
1092,nm1420661,2018-05-24,2018-05-24,,Z.M. Nan Khan,Sally Pacholok,1967-05-24
1093,nm8430511,2018-05-24,2018-05-24,,Zandi Zim,Pure Afrodisiac,1994-04-16
1094,nm7111379,2018-05-24,2018-05-24,,Zenaida Telfair,The Flash,
1095,nm2224049,2018-05-24,2018-05-24,,Zondra Wilson,Paranormal Adoption,
1096,nm8439520,2018-05-24,2018-05-24,,Nyomi Yimer,God Send,1996-12-30
1097,nm2111352,2018-05-24,2018-05-24,,Paris Scott Allen,Romantic Retrievals,1990-02-17
1098,nm7437758,2018-05-24,2018-05-24,,Margeaux Dupuy,Strawberry Flavored Plastic,1993-06-14
1099,nm8488928,2018-05-24,2018-05-24,,Ariel Thompson,This Is Hell,1994-07-13
1100,nm3809377,2018-05-24,2018-05-24,,Chapter Jackson,EBT (It's Free Swipe Yo EBT),1990-04-10
1101,nm2176790,2018-05-24,2018-05-24,,Wynter Daggs,The Suite Life of Zack & Cody,1997-04-27
1102,nm1840504,2018-05-24,2018-05-24,,Tiffany Haddish,Girls Trip,1979-12-03
1103,nm1076294,2018-05-24,2018-05-24,,Angel Coulby,Imagine Me & You,1980-08-30
1104,nm2148911,2018-05-24,2018-05-24,,Wunmi Mosaku,His House,1986-07-31
1105,nm1303956,2018-05-24,2018-05-24,,Freema Agyeman,Doctor Who,1979-03-20
1106,nm0242257,2018-05-24,2018-05-24,,Merrin Dungey,Alias,1971-08-06
1107,nm0933156,2018-05-24,2018-05-24,,Chandra Wilson,Grey's Anatomy,1969-08-27
1108,nm0001399,2018-05-24,2018-05-24,,Marianne Jean-Baptiste,Without a Trace,1967-04-26
1109,nm0554120,2018-05-24,2018-05-24,,Sara Martins,Ne le dis à personne,1977-08-19
1110,nm0428656,2018-05-24,2018-05-24,,Leslie Jones,Ghostbusters,1967-09-07
1111,nm1342513,2018-05-24,2018-05-24,,Shanola Hampton,Shameless,1977-05-27
1112,nm0663854,2018-05-24,2018-05-24,,Karyn Parsons,Major Payne,1966-10-08
1113,nm4564885,2018-05-24,2018-05-24,,Jazmyn Simon,Ballers,1980-12-30
1114,nm0425982,2018-05-24,2018-05-24,,Penny Johnson Jerald,24,1961-03-14
1115,nm0001984,2018-05-24,2018-05-24,,Naomi Campbell,Zoolander 2,1970-05-22
1116,nm3174065,2018-05-24,2018-05-24,,Carla Hall,Girls Trip,1964-05-12
1117,nm0333318,2018-05-24,2018-05-24,,April Grace,Magnolia,1962-05-12
1118,nm1043164,2018-05-24,2018-05-24,,La La Anthony,Power,1983-06-25
1119,nm0341110,2018-05-24,2018-05-24,,Angela Griffin,Coronation Street,1976-07-19
1120,nm1720134,2018-05-24,2018-05-24,,Angel Parker,Runaways,1980-10-17
1121,nm1632532,2018-05-24,2018-05-24,,Aasha Davis,Friday Night Lights,1973-08-16
1122,nm0012679,2018-05-24,2018-05-24,,Marlyne Barrett,Night Call,1978-09-13
1123,nm1105708,2018-05-24,2018-05-24,,Noémie Lenoir,Rush Hour 3,1979-09-19
1124,nm0025458,2018-05-24,2018-05-24,,Nikki Amuka-Bird,Jupiter Ascending,1976-02-27
1125,nm0004721,2018-05-24,2018-05-24,,Erykah Badu,The Cider House Rules,1971-02-26
1126,nm0005208,2018-05-24,2018-05-24,,Trina McGee,Daylight,1969-09-06
1127,nm0915462,2018-05-24,2018-05-24,,Kim Wayans,In Living Color,1961-10-16
1128,nm0616550,2018-05-24,2018-05-24,,Mya,Chicago,1979-10-10
1129,nm0170912,2018-05-24,2018-05-24,,Monique Coleman,High School Musical,1980-11-13
1130,nm0501435,2018-05-24,2018-05-24,,Kasi Lemmons,The Silence of the Lambs,1961-02-24
1131,nm0738452,2018-05-24,2018-05-24,,Rose Rollins,The L Word,1978-04-30
1132,nm0601469,2018-05-24,2018-05-24,,Kenya Moore,I Know Who Killed Me,1971-01-24
1133,nm2759438,2018-05-24,2018-05-24,,Sharon Conley,The Hunger Games,1971-06-29
1134,nm1285540,2018-05-24,2018-05-24,,Kellee Stewart,Guess Who,1976-03-31
1135,nm1197766,2018-05-24,2018-05-24,,Nicole Mitchell Murphy,Shut the Fuck Up,1968-01-05
1136,nm1493135,2018-05-24,2018-05-24,,Liya Kebede,The Good Shepherd,1978-03-01
1137,nm0454598,2018-05-24,2018-05-24,,Cleo King,Magnolia,1962-08-21
1138,nm0015137,2018-05-24,2018-05-24,,Tami Roman,Truth Be Told,1970-04-17
1139,nm0653887,2018-05-24,2018-05-24,,Ion Overman,Wisdom of the Crowd,1976-11-09
1140,nm2252258,2018-05-24,2018-05-24,,Aisha Kabia,Transformers: The Last Knight,1978-03-29
1141,nm1829292,2018-05-24,2018-05-24,,Wendy Williams,Think Like a Man,1964-07-18
1142,nm0114368,2018-05-24,2018-05-24,,Olivia Brown,Throw Momma from the Train,1960-04-10
1143,nm0808077,2018-05-24,2018-05-24,,Ebonie Smith,Lethal Weapon,1978-09-16
1144,nm1456471,2018-05-24,2018-05-24,,Kimberly Brooks,Voltron: Legendary Defender,1968-08-08
1145,nm1065902,2018-05-24,2018-05-24,,Loni Love,Mother's Day,1971-07-14
1146,nm0005146,2018-05-24,2018-05-24,,Lisa Leslie,Think Like a Man,1972-07-07
1147,nm0715614,2018-05-24,2018-05-24,,Natina Reed,Bring It On,1980-10-28
1148,nm0779451,2018-05-24,2018-05-24,,Kimberly Scott,The Abyss,1961-12-11
1149,nm0204555,2018-05-24,2018-05-24,,Eisa Davis,House of Cards,1971-05-05
1150,nm0276185,2018-05-24,2018-05-24,,Alexis Fields,The Secret World of Alex Mack,1979-03-03
1151,nm0015327,2018-05-24,2018-05-24,,Mara Brock Akil,The Game,1970-05-27
1152,nm0925232,2018-05-24,2018-05-24,,Michole Briana White,Encino Man,1969-05-29
1153,nm0661490,2018-05-24,2018-05-24,,Devika Parikh,Aquaman,1966-11-03
1154,nm0039074,2018-05-24,2018-05-24,,Karan Ashley,Mighty Morphin Power Rangers: The Movie,1975-09-28
1155,nm1550590,2018-05-24,2018-05-24,,Tanjareen Thomas,Famous in Love,1979-05-30
1156,nm0424370,2018-05-24,2018-05-24,,Tracy Camilla Johns,She's Gotta Have It,1963-04-12
1157,nm0454042,2018-05-24,2018-05-24,,Kimora Lee Simmons,Waist Deep,1975-05-04
1158,nm0274508,2018-05-24,2018-05-24,,Tyra Ferrell,White Men Can't Jump,1962-01-28
1159,nm2360480,2018-05-24,2018-05-24,,Malaak Compton,The Big Give,1969-06-13
1160,nm2038081,2018-05-24,2018-05-24,,Tiny Harris,Meet the Blacks,1975-07-14
1161,nm0497578,2018-05-24,2018-05-24,,Joie Lee,Crooklyn,1962-06-22
1162,nm1531996,2018-05-24,2018-05-24,,Nicole Randall Johnson,MADtv,1973-12-09
1163,nm0152435,2018-05-24,2018-05-24,,Lanei Chapman,Rat Race,1973-01-23
1164,nm3056623,2018-05-24,2018-05-24,,NeNe Leakes,The New Normal,1966-12-13
1165,nm0248913,2018-05-24,2018-05-24,,Sonya Eddy,Those Who Can't,1967-06-17
1166,nm1399051,2018-05-24,2018-05-24,,Amerie,First Daughter,1980-01-12
1167,nm2967500,2018-05-24,2018-05-24,,Adaku Ononogbo,Cursed,1979-07-09
1168,nm0891153,2018-05-24,2018-05-24,,Countess Vaughn,Moesha,1978-08-08
1169,nm0519912,2018-05-24,2018-05-24,,Lisa 'Left Eye' Lopes,Nothing to Lose,1971-05-27
1170,nm0970240,2018-05-24,2018-05-24,,Sommore,Friday After Next,1966-05-15
1171,nm0005415,2018-05-24,2018-05-24,,China Shavers,Not Another Teen Movie,1977-06-16
1172,nm0712954,2018-05-24,2018-05-24,,Ola Ray,48 Hrs.,1960-08-26
1173,nm0878034,2018-05-24,2018-05-24,,Bahni Turpin,Crossroads,1962-06-04
1174,nm0494845,2018-05-24,2018-05-24,,Nicolle Rochelle,Shining Time Station,1979-05-10
1175,nm0881041,2018-05-24,2018-05-24,,Sheryl Underwood,Bulworth,1963-10-28
1176,nm0011371,2018-05-24,2018-05-24,,Stephanie Adams,Secret Lives of Women,1970-07-24
1177,nm0221754,2018-05-24,2018-05-24,,Natalie Desselle Reid,B*A*P*S,1967-07-12
1178,nm0071991,2018-05-24,2018-05-24,,Rhona Bennett,Malibu's Most Wanted,1976-05-10
1179,nm1063492,2018-05-24,2018-05-24,,Marta Cunningham,Insecure,1971-04-19
1180,nm1325233,2018-05-24,2018-05-24,,Frances Callier,He's Just Not That Into You,1969-05-17
1181,nm0165971,2018-05-24,2018-05-24,,Ellen Cleghorne,Armageddon,1965-11-29
1182,nm2424979,2018-05-24,2018-05-24,,Ann Wolfe,Wonder Woman,1971-01-17
1183,nm0402836,2018-05-25,2018-05-25,,Heather Hunter,He Got Game,1969-10-01
1184,nm2124399,2018-05-25,2018-05-25,,Catherine A. Callahan,First Wives Club,1978-03-16
1185,nm1004267,2018-05-25,2018-05-25,,Sharon Duncan-Brewster,Rogue One,1976-02-08
1186,nm0114659,2018-05-25,2018-05-25,,Sharon Brown,Sister Act 2: Back in the Habit,1962-01-11
1187,nm0706437,2018-05-25,2018-05-25,,The Lady of Rage,Judas and the Black Messiah,1966-02-06
1188,nm2068185,2018-05-25,2018-05-25,,Priscilla C. Shirer,War Room,1974-12-31
1189,nm1330155,2018-05-25,2018-05-25,,Tamar Braxton,True to the Game 2,1977-03-17
1190,nm0507417,2018-05-25,2018-05-25,,Karlie Redd,Top Five,1973-04-15
1191,nm0643041,2018-05-25,2018-05-25,,Sundra Oakley,Big Hero 6,1975-01-02
1192,nm2172144,2018-05-25,2018-05-25,,Kia Stevens,GLOW,1977-09-04
1193,nm0946576,2018-05-25,2018-05-25,,Gina Yashere,Bob Hearts Abishola,1974-04-06
1194,nm0215101,2018-05-25,2018-05-25,,Dionne Gipson,The Wilds,1970-05-27
1195,nm1296595,2018-05-25,2018-05-25,,Laila Ali,Falcon Rising,1977-12-30
1196,nm0859606,2018-05-25,2018-05-25,,Tressa Thomas,Flatliners,1978-07-31
1197,nm1599744,2018-05-25,2018-05-25,,Chizzy Akudolu,Holby City,1973-10-07
1198,nm0171482,2018-05-25,2018-05-25,,Magaly Colimon,Grand Army,1965-01-10
1199,nm1450877,2018-05-25,2018-05-25,,Andi Osho,I May Destroy You,1973-01-27
1200,nm0926469,2018-05-25,2018-05-25,,Yolanda 'Yo-Yo' Whittaker,Sister Act 2: Back in the Habit,1971-08-04
1201,nm1071778,2018-05-25,2018-05-25,,Shari Watson,Ali,1971-10-10
1202,nm1336173,2018-05-25,2018-05-25,,Schatar Sapphira Collier,Ladder 49,1971-08-02
1203,nm1107186,2018-05-25,2018-05-25,,Candace Carey,Drumline,1978-08-14
1204,nm0113463,2018-05-25,2018-05-25,,Downtown Julie Brown,Spy Hard,1963-08-27
1205,nm0878807,2018-05-25,2018-05-25,,Deneen Tyler,Filthy Rich,1964-09-21
1206,nm0429274,2018-05-25,2018-05-25,,Star Jones,The Game,1962-03-24
1207,nm1330195,2018-05-25,2018-05-25,,Jwaundace Candece,Let's Be Cops,1978-01-13
1208,nm0651403,2018-05-25,2018-05-25,,Phina Oruche,The Forsaken,1969-08-31
1209,nm0004972,2018-05-25,2018-05-25,,Samaria Graham,Nothing to Lose,1967-07-05
1210,nm2554167,2018-05-25,2018-05-25,,Danielle Chambers,One Life to Live,1970-04-11
1211,nm0005542,2018-05-25,2018-05-25,,Veronica Webb,Malcolm X,1965-02-23
1212,nm0299275,2018-05-25,2018-05-25,,Fuschia!,Zootopia,1965-07-25
1213,nm0993669,2018-05-25,2018-05-25,,Shaun Robinson,Bruce Almighty,1962-07-12
1214,nm1553373,2018-05-25,2018-05-25,,Bibi Nshimba,Uncharted 4: A Thief's End,1976-08-18
1215,nm1129963,2018-05-25,2018-05-25,,Deidre Goodwin,Chicago,1969-09-15
1216,nm0601015,2018-05-25,2018-05-25,,Chanté Moore,The Fan,1967-02-17
1217,nm3820938,2018-05-25,2018-05-25,,Tamron Hall,Tamron Hall,1970-09-16
1218,nm0164662,2018-05-25,2018-05-25,,Bernadette Speakes,All American,1967-02-25
1219,nm1055381,2018-05-25,2018-05-25,,Channing Dungey,Showtime,1969-03-14
1220,nm1435600,2018-05-25,2018-05-25,,Donnetta Lavinia Grays,Happy!,1977-10-21
1221,nm0858794,2018-05-25,2018-05-25,,Ellen Thomas,EastEnders,1964-02-03
1222,nm1922302,2018-05-25,2018-05-25,,Remy Ma,Queen of the South,1980-05-30
1223,nm1632930,2018-05-25,2018-05-25,,Brandee Steger,This Is Us,1980-04-11
1224,nm0184990,2018-05-25,2018-05-25,,Deborah Cox,Love Come Down,1974-07-13
1225,nm1966333,2018-05-25,2018-05-25,,Ipsita Paul,Beauty and the Beast,1977-04-06
1226,nm1142776,2018-05-25,2018-05-25,,Petra Sprecher,Ad Astra,1973-08-02
1227,nm2195494,2018-05-25,2018-05-25,,Sallie Toussaint,The Departed,1974-05-13
1228,nm0318184,2018-05-25,2018-05-25,,Nicci Gilbert,Woo,1970-07-08
1229,nm0931332,2018-05-25,2018-05-25,,Michelle Williams,What My Husband Doesn't Know,1980-07-23
1230,nm1499734,2018-05-25,2018-05-25,,Algerita Wynn,The Comedy Get Down,1966-02-05
1231,nm0790970,2018-05-25,2018-05-25,,LaRita Shelby,South Central,1966-03-01
1232,nm2011857,2018-05-25,2018-05-25,,Ensa Cosby,The Cosby Show,1973-04-08
